start,0,0
start,1705466640.2328894,0.0
start,1705466641.1659615,0.0
start,1705466642.1821988,5.99
end,1705466642.3494115,0
start,1705466643.2321568,6.82
end,1705466643.9818518,6.82
start,1705466644.165575,7.45
end,1705466643.9818518,6.82
start,1705466646.2319005,8.47
end,1705466646.1353695,7.88
start,1705466647.1649628,9.28
end,1705466646.1353695,7.88
start,1705466648.1812778,9.78
end,1705466648.2803297,9.28
start,1705466649.2311673,10.28
end,1705466648.9138749,9.78
start,1705466650.1639764,11.35
end,1705466650.037616,10.28
start,1705466651.180314,11.85
end,1705466651.397089,11.35
start,1705466652.2300828,12.16
end,1705466651.963705,11.85
start,1705466653.1966076,12.49
end,1705466652.979692,12.16
start,1705466654.1844199,12.81
end,1705466654.2791848,12.49
start,1705466656.2090466,13.86
end,1705466655.1627495,12.81
start,1705466657.1785939,14.04
end,1705466657.2881572,13.86
start,1705466658.2353938,14.04
end,1705466657.9617536,14.04
start,1705466659.1616771,14.24
end,1705466659.028666,14.04
start,1705466660.178186,14.46
end,1705466660.3609366,14.24
start,1705466661.2283168,15.08
end,1705466661.0780904,14.46
start,1705466662.160776,15.87
end,1705466662.0610518,15.08
start,1705466663.1772287,16.42
end,1705466663.6275666,15.87
start,1705466664.2270713,17.91
end,1705466664.3605356,16.42
start,1705466666.176718,19.81
end,1705466665.8936143,19.17
start,1705466667.2264764,19.92
end,1705466667.1267338,19.81
start,1705466668.1595337,19.99
end,1705466667.9927654,19.92
start,1705466669.1760943,20.49
end,1705466667.9927654,19.92
start,1705466670.2256336,21.64
end,1705466669.9927316,20.49
start,1705466671.1589112,22.59
end,1705466671.0423057,21.64
start,1705466672.1749234,23.58
end,1705466672.709212,22.59
start,1705466673.2246492,24.18
end,1705466673.5251205,23.58
start,1705466674.157847,24.19
end,1705466674.3411655,24.18
start,1705466675.1751766,23.92
end,1705466675.9910383,23.92
start,1705466677.173552,23.43
end,1705466675.9910383,23.92
start,1705466678.173903,23.11
end,1705466678.190515,23.43
start,1705466679.2235785,22.76
end,1705466679.0743062,23.11
start,1705466680.1732073,22.42
end,1705466680.0734632,22.76
start,1705466681.1730912,22.07
end,1705466680.0734632,22.76
start,1705466682.2236643,21.71
end,1705466682.539589,22.07
start,1705466683.1723492,21.38
end,1705466683.5554988,21.71
start,1705466684.1726239,21.02
end,1705466684.3719926,21.38
start,1705466685.222235,20.69
end,1705466685.2556431,21.02
start,1705466686.1718671,20.35
end,1705466685.9554496,20.69
start,1705466687.1717663,20.0
end,1705466686.9890485,20.35
start,1705466688.221511,19.67
end,1705466688.9211886,19.67
start,1705466689.171222,19.33
end,1705466688.9211886,19.67
start,1705466691.221007,18.65
end,1705466690.32065,19.33
start,1705466692.172522,18.32
end,1705466692.199547,18.65
