end,1705467376.6957126,13.88
start,1705467378.161604,13.26
end,1705467378.6439786,13.26
start,1705467379.1783533,12.95
end,1705467379.6611488,12.95
start,1705467380.1778634,12.65
end,1705467379.6611488,12.95
start,1705467381.1610856,12.33
end,1705467381.810562,12.33
start,1705467382.177527,12.05
end,1705467382.84355,12.05
start,1705467383.1935933,11.92
end,1705467383.760406,11.92
start,1705467384.1603513,11.71
end,1705467384.676518,11.71
start,1705467385.2554152,11.47
end,1705467385.992783,11.47
start,1705467387.1669946,10.89
end,1705467386.7264981,11.18
start,1705467388.1758115,10.58
end,1705467387.6424518,10.89
start,1705467389.2255535,10.28
end,1705467388.6757193,10.58
start,1705467390.1680505,9.97
end,1705467389.704942,10.28
start,1705467391.174728,9.68
end,1705467390.7411616,9.97
start,1705467392.1915655,9.43
end,1705467392.6584473,9.43
start,1705467393.1577902,9.47
end,1705467393.691372,9.47
start,1705467394.1795635,9.55
end,1705467394.707762,9.55
start,1705467395.1910262,9.52
end,1705467395.7412229,9.52
start,1705467396.1572096,9.41
end,1705467396.6572263,9.41
start,1705467397.1741712,9.12
end,1705467397.7403853,9.12
start,1705467398.1896935,8.8
end,1705467398.7064452,8.8
start,1705467400.1729896,8.22
end,1705467399.7234106,8.51
start,1705467401.189599,8.07
end,1705467400.8563073,8.22
start,1705467402.1558807,8.0
end,1705467401.7727091,8.07
start,1705467403.172128,7.88
end,1705467402.8056822,8
start,1705467404.1884198,7.85
end,1705467403.755659,7.88
start,1705467405.1659513,8.1
end,1705467404.754709,7.85
start,1705467406.1709986,8.05
end,1705467405.7713385,8.1
start,1705467407.2215211,7.76
end,1705467406.7005491,8.05
start,1705467408.154618,7.47
end,1705467408.637627,7.47
start,1705467409.1707132,7.17
end,1705467408.637627,7.47
start,1705467410.2205458,6.88
end,1705467410.787361,6.88
start,1705467411.1673632,6.58
end,1705467411.7201207,6.58
start,1705467412.170204,6.55
end,1705467412.8867366,6.55
start,1705467414.1668403,6.04
end,1705467413.7601795,6.28
start,1705467415.218973,6.64
end,1705467414.7852304,6.04
start,1705467416.2190604,6.98
end,1705467415.8101792,6.64
start,1705467417.2021837,7.26
end,1705467416.7353919,6.98
start,1705467418.2184691,7.53
end,1705467417.7523184,7.26
start,1705467419.2185588,8.04
end,1705467418.784955,7.53
start,1705467420.1677952,8.8
end,1705467419.7024505,8.04
start,1705467421.1677458,9.32
end,1705467421.6517925,9.32
start,1705467422.2177982,9.88
end,1705467422.7676923,9.88
start,1705467423.1675205,10.39
end,1705467423.700682,10.39
start,1705467424.179517,10.51
end,1705467424.8172014,10.51
start,1705467426.167513,10.71
end,1705467426.0502489,10.59
start,1705467427.1794949,10.8
end,1705467426.6665769,10.71
start,1705467428.2160811,10.97
end,1705467427.683176,10.8
start,1705467429.1677186,11.13
end,1705467428.8497324,10.97
start,1705467430.165793,11.34
end,1705467429.648805,11.13
start,1705467431.231447,11.27
end,1705467430.86582,11.34
start,1705467432.1653163,11.31
end,1705467432.7150085,11.31
start,1705467433.1815665,11.16
end,1705467433.7315912,11.16
start,1705467434.231251,11.03
end,1705467434.9646332,11.03
start,1705467435.164469,11.02
end,1705467435.681757,11.02
start,1705467437.230666,10.94
end,1705467436.6977017,10.93
start,1705467438.1638796,11.17
end,1705467437.7139852,10.94
start,1705467439.1798873,12.36
end,1705467438.6472597,11.17
start,1705467440.2299905,14.67
end,1705467439.6636937,12.36
start,1705467441.1632953,16.2
end,1705467440.7966704,14.67
start,1705467442.180028,16.79
end,1705467441.720809,16.2
start,1705467443.2295978,17.27
end,1705467443.7670617,17.27
start,1705467444.1626055,17.88
end,1705467444.795326,17.88
start,1705467445.1792457,18.4
end,1705467445.7119734,18.4
start,1705467446.228609,18.64
end,1705467446.728838,18.64
start,1705467447.1679153,18.85
end,1705467447.7616396,18.85
start,1705467449.227963,19.12
end,1705467448.6781516,19.12
start,1705467450.1610606,19.05
end,1705467449.6945572,19.12
start,1705467451.1774082,18.91
end,1705467450.9441326,19.05
start,1705467452.227583,18.79
end,1705467451.760794,18.91
start,1705467453.2432797,18.65
end,1705467452.7807698,18.79
start,1705467454.176371,18.37
end,1705467453.793852,18.65
start,1705467455.2261448,18.17
end,1705467455.7429159,18.17
start,1705467456.1631505,18.0
end,1705467456.8761482,18
start,1705467457.1799057,17.78
end,1705467457.6925743,17.78
start,1705467459.1589553,17.36
end,1705467458.7092345,17.55
start,1705467460.174891,17.22
end,1705467459.8417904,17.36
start,1705467461.2263494,16.95
end,1705467461.06971,17.22
start,1705467462.1701715,16.85
end,1705467462.7104735,16.85
start,1705467463.1768425,17.07
end,1705467463.7385225,17.07
start,1705467464.2267716,17.31
end,1705467464.759933,17.31
start,1705467465.1693397,17.32
end,1705467465.785304,17.32
start,1705467466.1769834,17.28
end,1705467466.8096373,17.28
start,1705467468.158759,17.21
end,1705467467.9256203,17.19
start,1705467469.2162566,17.32
end,1705467468.6591117,17.21
start,1705467470.2256508,17.57
end,1705467469.775836,17.32
start,1705467471.1581237,17.94
end,1705467470.6917846,17.57
start,1705467472.1747944,18.41
end,1705467472.6413887,18.41
start,1705467473.2244592,18.51
end,1705467472.6413887,18.41
start,1705467474.1576812,18.37
end,1705467473.7745686,18.51
start,1705467475.173753,18.2
end,1705467475.7073123,18.2
start,1705467476.2242572,18.0
end,1705467476.740167,18
start,1705467477.1568866,17.82
end,1705467477.757085,17.82
start,1705467478.180078,17.58
end,1705467478.6903021,17.58
start,1705467480.1560233,17.12
end,1705467479.7343926,17.28
start,1705467481.1724682,16.87
end,1705467480.722689,17.12
start,1705467482.2222493,16.57
end,1705467481.7558205,16.87
start,1705467483.1682456,16.26
end,1705467482.772372,16.57
start,1705467484.1717775,16.02
end,1705467483.7056665,16.26
start,1705467485.221584,15.71
end,1705467484.722041,16.02
start,1705467486.1546412,15.4
end,1705467486.6713135,15.4
