start,1710753728.2152803,20.05
start,1710753729.153304,20.11
start,1710753730.1984782,20.16
start,1710753732.1470325,20.37
start,1710753733.2019908,20.56
start,1710753734.1700695,20.68
start,1710753735.1447504,20.74
start,1710753736.19876,20.83
start,1710753737.1733153,20.81
start,1710753738.1467013,20.59
start,1710753739.1949778,20.25
start,1710753740.1633515,19.95
start,1710753741.1872451,19.67
start,1710753742.1628034,19.35
start,1710753743.166801,19.19
start,1710753744.1884785,19.83
start,1710753746.1673214,20.49
start,1710753747.1847556,20.5
start,1710753748.162726,20.4
start,1710753749.1756427,20.4
start,1710753750.1470647,20.37
start,1710753751.1597166,20.31
start,1710753752.1662266,20.32
start,1710753753.1474342,20.31
start,1710753754.1561835,20.32
start,1710753755.165647,20.27
start,1710753756.1516662,20.26
start,1710753757.1645317,20.27
start,1710753759.1518056,20.11
start,1710753760.162495,19.77
start,1710753761.2120185,19.44
start,1710753762.1512222,19.13
start,1710753763.1636505,18.91
start,1710753764.2069588,18.67
start,1710753765.1495976,18.34
start,1710753766.164524,18.01
start,1710753767.212083,17.67
start,1710753768.1451957,17.35
start,1710753769.1641243,17.01
start,1710753770.2112176,16.7
start,1710753771.147913,16.36
start,1710753773.201917,17.06
start,1710753774.1494389,17.98
start,1710753775.1608088,19.4
start,1710753776.214736,20.59
start,1710753777.2624552,22.03
start,1710753778.1561804,23.14
start,1710753779.208513,23.82
start,1710753780.1423001,24.36
start,1710753781.1591291,25.27
start,1710753782.2129116,25.64
start,1710753783.1455884,25.29
start,1710753784.1575794,24.93
start,1710753786.1500173,24.23
start,1710753787.1522875,23.88
start,1710753788.211781,23.52
start,1710753789.1516507,23.18
start,1710753790.1630213,22.83
start,1710753791.2060547,22.48
start,1710753792.1500144,22.16
start,1710753793.1646762,22.47
start,1710753794.2103286,22.7
start,1710753795.188329,22.44
start,1710753796.1638103,22.12
start,1710753798.1388419,21.43
start,1710753799.1621854,21.09
start,1710753800.2134542,20.76
start,1710753801.149686,20.41
start,1710753802.1529505,20.07
start,1710753803.2135446,19.74
start,1710753804.15007,19.41
start,1710753805.1619928,19.06
start,1710753806.2082634,18.74
start,1710753807.1505914,18.4
start,1710753808.157964,18.06
start,1710753809.1764324,17.74
start,1710753810.1450307,17.4
start,1710753812.176866,16.74
start,1710753813.1447031,16.41
start,1710753814.194734,16.1
start,1710753815.1635134,15.78
start,1710753816.1867092,15.45
start,1710753817.1481948,15.14
start,1710753818.2522523,14.8
start,1710753819.1467652,14.48
start,1710753820.2378776,14.16
start,1710753822.1390934,13.52
start,1710753823.1558237,13.21
start,1710753824.175013,12.89
start,1710753825.141269,12.57
start,1710753826.159125,12.26
start,1710753827.175613,11.94
start,1710753828.1449652,11.64
start,1710753829.1636107,11.32
start,1710753830.2008705,11.01
start,1710753831.150443,10.72
start,1710753833.1631024,10.1
start,1710753834.1463861,9.79
start,1710753835.154712,9.49
start,1710753836.1705992,9.17
start,1710753837.1400256,8.88
start,1710753838.158123,8.58
start,1710753839.1740355,8.27
start,1710753840.149411,7.98
start,1710753841.1631749,7.68
start,1710753842.1748142,7.39
start,1710753843.145007,7.1
start,1710753844.161625,6.8
start,1710753846.144166,6.22
start,1710753847.1497855,5.92
start,1710753848.164776,5.63
start,1710753849.1377163,5.36
start,1710753850.158806,5.07
start,1710753851.1649182,4.76
start,1710753852.150487,0.0
start,1710753853.1558137,4.18
start,1710753854.1749194,3.93
start,1710753855.1802433,3.61
start,1710753856.1536098,3.32
start,1710753857.2380123,3.09
start,1710753858.1462815,0.0
start,1710753859.1625621,0.0
start,1710753861.1445446,1.99
start,1710753862.148349,1.73
start,1710753863.161913,1.44
start,1710753864.1482255,0.0
start,1710753865.1496246,0.0
start,1710753866.171899,0.0
start,1710753867.1422317,0.0
start,1710753868.1498618,0.0
start,1710753869.1687918,0.0
start,1710753870.1409848,0.0
start,1710753871.1614456,0.0
start,1710753873.1412325,0.0
start,1710753874.159965,0.0
start,1710753875.1622758,0.0
start,1710753876.1439276,0.0
start,1710753877.156664,0.0
start,1710753878.1608138,0.0
start,1710753879.150262,0.0
start,1710753880.1618724,0.0
start,1710753881.1617055,0.0
start,1710753882.1493797,0.0
start,1710753883.1602647,0.0
start,1710753885.1458933,0.0
start,1710753886.1492767,0.0
start,1710753887.170629,0.0
start,1710753888.1432383,0.0
start,1710753889.1608312,0.0
start,1710753890.2057903,0.0
start,1710753891.14742,0.0
start,1710753892.1514492,0.0
start,1710753893.1744978,0.0
start,1710753894.149815,0.0
start,1710753895.1521964,0.0
start,1710753896.1352518,0.0
start,1710753898.1614907,0.0
start,1710753899.2007434,0.0
start,1710753900.1400661,0.0
start,1710753901.1571617,0.0
start,1710753902.162121,0.0
start,1710753903.136376,0.0
start,1710753904.1875422,0.0
start,1710753905.174557,0.0
start,1710753906.1461587,0.0
start,1710753907.1580348,0.0
start,1710753908.1295931,0.0
start,1710753909.1483753,0.0
start,1710753910.1532376,0.0
start,1710753912.1447942,0.0
start,1710753913.1497984,0.0
start,1710753914.1363957,0.0
start,1710753915.1417227,0.0
start,1710753916.155982,0.0
start,1710753917.1241703,0.0
start,1710753918.1430507,0.0
start,1710753919.1501727,0.0
start,1710753920.1353066,0.0
start,1710753921.138401,0.0
start,1710753922.1601422,0.0
start,1710753923.1293416,0.0
start,1710753924.1352146,0.0
start,1710753925.1590936,0.0
start,1710753927.1371384,0.0
start,1710753928.1881285,0.0
start,1710753929.1291525,0.0
start,1710753930.147287,0.0
start,1710753931.1517348,0.0
start,1710753932.1245904,0.0
start,1710753933.148256,0.0
start,1710753934.1972651,0.0
start,1710753935.129884,0.0
start,1710753936.1353743,0.0
start,1710753937.1912737,0.0
start,1710753938.1311872,0.0
start,1710753939.1488745,0.0
start,1710753940.152215,0.0
start,1710753941.1347592,0.0
start,1710753943.1478992,0.0
start,1710753944.1227574,0.0
start,1710753945.1765308,0.0
start,1710753946.1608868,0.0
start,1710753947.1955538,0.0
start,1710753948.1828942,0.0
start,1710753949.1567633,0.0
start,1710753950.129136,0.0
start,1710753951.1463618,0.0
start,1710753952.147675,0.0
